type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-11-19 12:57:43,53.96743145,-7.35715477,9.94,87.007,56.993,1.450,184,27,39,,
T,2024-11-19 12:57:44,53.96741640,-7.35715600,9.94,86.461,56.993,1.610,184,27,39,,
T,2024-11-19 12:57:45,53.96740305,-7.35715716,9.94,86.563,56.993,1.420,184,27,39,,
T,2024-11-19 12:57:46,53.96739284,-7.35716120,9.94,86.479,56.993,1.370,184,27,39,,
T,2024-11-19 12:57:47,53.96738173,-7.35716134,9.94,87.296,56.993,1.430,181,27,39,,
T,2024-11-19 12:57:48,53.96736936,-7.35716517,9.94,86.849,56.993,1.470,183,26,39,,
T,2024-11-19 12:57:49,53.96735357,-7.35717611,10.51,87.463,56.993,1.310,190,26,39,,
T,2024-11-19 12:57:50,53.96734329,-7.35716270,10.60,86.449,56.993,1.210,166,27,39,,
T,2024-11-19 12:57:51,53.96733009,-7.35715531,9.94,86.653,56.993,1.380,178,27,39,,
T,2024-11-19 12:57:52,53.96731797,-7.35714904,9.94,86.404,56.993,1.320,185,21,39,,
T,2024-11-19 12:57:53,53.96730533,-7.35714434,9.94,85.256,56.993,1.820,184,25,39,,
T,2024-11-19 12:57:54,53.96729684,-7.35715554,9.94,85.050,56.993,1.450,193,26,39,,
T,2024-11-19 12:57:55,53.96728356,-7.35715221,9.94,84.904,56.993,1.430,164,26,39,,
T,2024-11-19 12:57:56,53.96727012,-7.35715479,9.94,84.691,56.993,1.300,192,26,39,,
T,2024-11-19 12:57:57,53.96725736,-7.35715761,9.94,84.507,56.993,1.340,184,26,39,,
T,2024-11-19 12:57:58,53.96724442,-7.35715735,9.94,84.709,56.993,1.420,184,26,39,,
T,2024-11-19 12:57:59,53.96723392,-7.35715698,9.94,84.498,56.993,1.150,184,26,39,,
T,2024-11-19 12:58:00,53.96722143,-7.35715596,9.94,84.837,56.993,1.300,179,26,39,,
T,2024-11-19 12:58:01,53.96719896,-7.35714881,10.27,85.628,56.993,1.430,181,26,39,,
T,2024-11-19 12:58:02,53.96718498,-7.35716409,10.26,85.774,56.993,1.540,173,26,39,,
T,2024-11-19 12:58:03,53.96719660,-7.35716877,9.94,85.120,56.993,0.000,,26,39,,
T,2024-11-19 12:58:04,53.96717121,-7.35715887,9.94,85.432,56.993,1.440,182,23,39,,
T,2024-11-19 12:58:05,53.96715780,-7.35717081,9.94,85.476,56.993,1.660,185,24,39,,
T,2024-11-19 12:58:06,53.96713858,-7.35717154,9.94,84.968,56.992,1.920,172,25,39,,
T,2024-11-19 12:58:07,53.96712942,-7.35716405,9.94,84.969,56.992,1.130,180,25,39,,
T,2024-11-19 12:58:08,53.96711500,-7.35716828,9.94,84.373,56.992,1.440,180,25,39,,
T,2024-11-19 12:58:09,53.96709731,-7.35716511,9.94,84.924,56.992,1.730,181,25,39,,
T,2024-11-19 12:58:10,53.96708410,-7.35716079,9.94,84.250,56.992,1.460,178,26,38,,
T,2024-11-19 12:58:11,53.96707259,-7.35716149,9.94,84.608,56.992,1.400,184,26,39,,
T,2024-11-19 12:58:12,53.96706106,-7.35716298,9.94,84.422,56.992,1.480,186,26,39,,
T,2024-11-19 12:58:13,53.96705033,-7.35716142,9.94,83.594,56.992,1.330,184,26,39,,
T,2024-11-19 12:58:14,53.96703807,-7.35715570,9.94,83.694,56.992,1.430,179,26,39,,
T,2024-11-19 12:58:15,53.96702663,-7.35715609,9.94,83.855,56.992,1.450,183,26,39,,
T,2024-11-19 12:58:16,53.96701366,-7.35715594,9.94,84.747,56.992,1.440,180,26,39,,
T,2024-11-19 12:58:17,53.96700065,-7.35715316,9.94,84.490,56.992,1.450,174,26,39,,
T,2024-11-19 12:58:18,53.96700242,-7.35718811,10.70,83.712,56.992,1.220,173,26,39,,
T,2024-11-19 12:58:19,53.96699159,-7.35717708,10.59,84.218,56.992,1.310,166,25,39,,
T,2024-11-19 12:58:20,53.96698425,-7.35715833,10.21,85.520,56.992,0.000,,25,39,,
T,2024-11-19 12:58:21,53.96695508,-7.35713738,9.94,86.742,56.992,1.460,174,15,39,,
T,2024-11-19 12:58:22,53.96693423,-7.35712134,9.94,86.385,56.992,1.510,173,17,39,,
T,2024-11-19 12:58:23,53.96691937,-7.35711516,9.94,86.282,56.992,1.490,173,26,39,,
T,2024-11-19 12:58:24,53.96690540,-7.35711242,9.94,86.944,56.992,1.580,173,26,39,,
T,2024-11-19 12:58:25,53.96688876,-7.35709713,9.94,86.916,56.992,1.530,174,26,39,,
T,2024-11-19 12:58:26,53.96687633,-7.35709592,9.94,87.111,56.992,1.390,173,26,39,,
T,2024-11-19 12:58:27,53.96689320,-7.35710867,10.85,83.602,56.992,1.300,167,26,39,,
T,2024-11-19 12:58:28,53.96687789,-7.35711037,10.55,82.825,56.992,1.470,170,25,39,,
T,2024-11-19 12:58:29,53.96687417,-7.35710520,10.27,84.104,56.992,0.000,,25,39,,
T,2024-11-19 12:58:30,53.96686639,-7.35710318,10.31,85.320,56.992,0.000,,23,39,,
T,2024-11-19 12:58:31,53.96685921,-7.35709586,10.23,85.853,56.992,0.000,,24,39,,
T,2024-11-19 12:58:32,53.96685137,-7.35709500,10.24,86.209,56.992,0.000,,25,39,,
T,2024-11-19 12:58:33,53.96684722,-7.35708921,10.22,86.842,56.992,0.000,,26,39,,
T,2024-11-19 12:58:34,53.96684261,-7.35708579,10.24,86.888,56.992,0.000,,26,39,,
T,2024-11-19 12:58:35,53.96683647,-7.35708790,10.25,87.068,56.992,0.000,,26,39,,
T,2024-11-19 12:58:36,53.96682886,-7.35708534,10.24,87.246,56.992,0.000,,26,39,,
T,2024-11-19 12:58:37,53.96682155,-7.35708678,10.27,86.827,56.992,0.000,,25,39,,
T,2024-11-19 12:58:38,53.96681591,-7.35708915,10.19,86.501,56.992,0.000,,25,39,,
T,2024-11-19 12:58:39,53.96681284,-7.35709164,10.15,86.372,56.992,0.000,,25,39,,
T,2024-11-19 12:58:40,53.96681040,-7.35709121,10.17,86.465,56.992,0.000,,24,39,,
T,2024-11-19 12:58:41,53.96680974,-7.35709153,10.30,86.400,56.992,0.000,,24,39,,
T,2024-11-19 12:58:42,53.96675468,-7.35713221,10.38,84.497,56.992,2.340,176,24,39,,
T,2024-11-19 12:58:43,53.96671638,-7.35710606,9.94,84.872,56.992,1.740,164,25,39,,
T,2024-11-19 12:58:44,53.96669337,-7.35710830,9.94,84.563,56.992,1.380,183,26,39,,
T,2024-11-19 12:58:45,53.96666413,-7.35708242,9.94,84.806,56.992,1.480,170,26,39,,
T,2024-11-19 12:58:46,53.96664698,-7.35707042,9.94,85.577,56.992,1.520,170,26,39,,
T,2024-11-19 12:58:47,53.96664103,-7.35706096,9.94,85.486,56.992,1.940,359,26,39,,
T,2024-11-19 12:58:48,53.96663944,-7.35705910,9.94,84.766,56.992,2.190,360,26,39,,
T,2024-11-19 12:58:49,53.96663491,-7.35705937,9.94,84.455,56.992,1.560,0,26,39,,
T,2024-11-19 12:58:50,53.96662606,-7.35705433,9.94,85.109,56.992,1.600,2,26,39,,
T,2024-11-19 12:58:51,53.96661488,-7.35704843,9.94,85.284,56.992,1.460,1,26,39,,
T,2024-11-19 12:58:52,53.96660202,-7.35704522,9.94,85.030,56.992,1.610,358,26,39,,
T,2024-11-19 12:58:53,53.96657155,-7.35704218,9.94,84.931,56.992,1.530,172,26,39,,
T,2024-11-19 12:58:54,53.96654826,-7.35703559,9.94,85.664,56.992,1.010,166,25,39,,
T,2024-11-19 12:58:55,53.96653413,-7.35703237,9.94,85.069,56.992,0.880,169,25,39,,
T,2024-11-19 12:58:56,53.96651689,-7.35703412,9.94,84.928,56.992,1.630,177,25,39,,
T,2024-11-19 12:58:57,53.96649896,-7.35703751,9.94,84.574,56.992,1.490,180,25,39,,
T,2024-11-19 12:58:58,53.96648269,-7.35703329,9.94,85.165,56.992,1.560,169,25,39,,
T,2024-11-19 12:58:59,53.96646703,-7.35702317,9.94,85.030,56.992,1.600,163,25,39,,
T,2024-11-19 12:59:00,53.96645114,-7.35701274,9.94,85.909,56.992,1.500,164,25,39,,
T,2024-11-19 12:59:01,53.96643662,-7.35700198,9.94,86.460,56.992,1.450,166,23,39,,
T,2024-11-19 12:59:02,53.96642327,-7.35699865,9.94,85.735,56.992,1.240,170,15,39,,
T,2024-11-19 12:59:03,53.96640945,-7.35699681,9.94,85.389,56.992,1.360,169,15,39,,
T,2024-11-19 12:59:04,53.96639581,-7.35699397,9.94,86.365,56.992,1.420,173,15,39,,
T,2024-11-19 12:59:05,53.96638088,-7.35698996,9.94,87.008,56.992,1.450,174,17,39,,
T,2024-11-19 12:59:06,53.96636764,-7.35698348,9.94,87.749,56.992,1.470,173,17,39,,
T,2024-11-19 12:59:07,53.96635284,-7.35697650,9.94,87.838,56.992,1.630,169,17,39,,
T,2024-11-19 12:59:08,53.96633877,-7.35697190,9.94,87.216,56.992,1.580,171,17,39,,
T,2024-11-19 12:59:09,53.96634957,-7.35699517,10.93,84.023,56.992,1.660,167,17,39,,
T,2024-11-19 12:59:10,53.96633434,-7.35698096,10.89,84.444,56.992,1.390,171,15,39,,
T,2024-11-19 12:59:11,53.96632570,-7.35698361,10.39,84.552,56.992,0.000,,14,39,,
T,2024-11-19 12:59:12,53.96629551,-7.35697218,9.94,84.265,56.992,1.450,166,12,39,,
T,2024-11-19 12:59:13,53.96627854,-7.35695885,9.94,84.230,56.992,1.570,166,13,39,,
T,2024-11-19 12:59:14,53.96627227,-7.35695999,9.94,84.853,56.992,1.060,178,13,39,,
T,2024-11-19 12:59:15,53.96625945,-7.35695328,9.94,84.007,56.991,1.320,170,14,39,,
T,2024-11-19 12:59:16,53.96624536,-7.35695486,9.94,85.206,56.991,1.450,173,15,39,,
T,2024-11-19 12:59:17,53.96623365,-7.35695243,9.94,85.462,56.991,1.410,181,24,39,,
T,2024-11-19 12:59:18,53.96622089,-7.35695203,9.94,86.080,56.991,1.510,180,24,39,,
T,2024-11-19 12:59:19,53.96620731,-7.35694853,9.94,86.434,56.991,1.540,175,24,39,,
T,2024-11-19 12:59:20,53.96619393,-7.35694719,9.94,85.983,56.991,1.490,173,24,39,,
T,2024-11-19 12:59:21,53.96617919,-7.35693971,9.94,86.218,56.991,1.620,170,24,39,,
T,2024-11-19 12:59:22,53.96616587,-7.35693798,9.94,85.083,56.991,1.580,173,25,39,,
T,2024-11-19 12:59:23,53.96615398,-7.35693482,9.94,84.682,56.991,1.540,169,25,39,,
T,2024-11-19 12:59:24,53.96614490,-7.35692991,9.94,84.353,56.991,1.480,170,26,39,,
T,2024-11-19 12:59:25,53.96613260,-7.35692251,9.94,85.343,56.991,1.490,170,26,39,,
T,2024-11-19 12:59:26,53.96612090,-7.35691673,9.94,85.149,56.991,1.470,170,26,39,,
T,2024-11-19 12:59:27,53.96614947,-7.35692186,11.61,81.795,56.991,1.340,172,26,39,,
T,2024-11-19 12:59:28,53.96613574,-7.35689186,11.63,83.538,56.991,1.390,163,24,39,,
T,2024-11-19 12:59:29,53.96610278,-7.35690590,10.62,82.601,56.991,1.590,173,24,39,,
T,2024-11-19 12:59:30,53.96607994,-7.35689014,10.59,82.215,56.991,1.590,165,12,39,,
T,2024-11-19 12:59:31,53.96606101,-7.35689195,10.27,82.042,56.991,1.390,177,12,39,,
T,2024-11-19 12:59:32,53.96604308,-7.35688569,9.94,80.820,56.991,1.360,166,12,39,,
T,2024-11-19 12:59:33,53.96603257,-7.35688174,9.94,81.748,56.991,1.310,179,23,39,,
T,2024-11-19 12:59:34,53.96602053,-7.35687965,9.94,82.991,56.991,1.410,164,24,39,,
T,2024-11-19 12:59:35,53.96601270,-7.35687287,9.94,83.973,56.991,1.430,3,24,39,,
T,2024-11-19 12:59:36,53.96599928,-7.35686913,9.94,84.197,56.991,1.540,177,25,39,,
T,2024-11-19 12:59:37,53.96598275,-7.35686612,9.94,83.602,56.991,1.420,176,25,39,,
T,2024-11-19 12:59:38,53.96596943,-7.35686017,9.94,83.685,56.991,1.400,169,25,39,,
T,2024-11-19 12:59:39,53.96595679,-7.35685929,9.94,83.429,56.991,1.340,169,25,39,,
T,2024-11-19 12:59:40,53.96594320,-7.35685612,9.94,83.610,56.991,1.340,174,24,39,,
T,2024-11-19 12:59:41,53.96592919,-7.35684986,9.94,84.713,56.991,1.350,169,24,39,,
T,2024-11-19 12:59:42,53.96591571,-7.35684465,9.94,85.602,56.991,1.350,176,15,39,,
T,2024-11-19 12:59:43,53.96590370,-7.35684004,9.94,86.218,56.991,1.360,165,15,39,,
T,2024-11-19 12:59:44,53.96589007,-7.35683675,9.94,86.057,56.991,1.370,173,24,39,,
T,2024-11-19 12:59:45,53.96587795,-7.35683911,9.94,85.958,56.991,1.360,175,25,39,,
T,2024-11-19 12:59:46,53.96586669,-7.35683771,9.94,85.791,56.991,1.320,176,25,39,,
T,2024-11-19 12:59:47,53.96585292,-7.35683039,9.94,86.618,56.991,1.370,171,26,39,,
T,2024-11-19 12:59:48,53.96583852,-7.35682682,9.94,86.702,56.991,1.400,173,26,39,,
T,2024-11-19 12:59:49,53.96582537,-7.35682187,9.94,87.029,56.991,1.400,172,26,39,,
T,2024-11-19 12:59:50,53.96581205,-7.35681916,9.94,87.047,56.991,1.460,177,26,39,,
T,2024-11-19 12:59:51,53.96579929,-7.35681845,9.94,87.196,56.991,1.410,174,26,39,,
T,2024-11-19 12:59:52,53.96578581,-7.35681836,9.94,86.738,56.991,1.400,175,26,39,,
T,2024-11-19 12:59:53,53.96575024,-7.35679735,11.17,86.219,56.991,1.570,174,26,39,,
T,2024-11-19 12:59:54,53.96575210,-7.35678258,11.11,87.701,56.991,1.330,170,26,39,,
T,2024-11-19 12:59:55,53.96575627,-7.35679775,10.53,88.053,56.991,0.000,,26,39,,
T,2024-11-19 12:59:56,53.96573079,-7.35680920,9.94,88.362,56.991,1.540,178,22,39,,
T,2024-11-19 12:59:57,53.96573246,-7.35683904,9.94,86.996,56.991,1.230,181,26,39,,
T,2024-11-19 12:59:58,53.96571773,-7.35683837,9.94,87.213,56.991,1.460,180,27,39,,
T,2024-11-19 12:59:59,53.96571153,-7.35683414,9.94,87.254,56.991,1.500,182,27,39,,
T,2024-11-19 13:00:00,53.96569838,-7.35682955,9.94,87.525,56.991,1.420,178,27,39,,
T,2024-11-19 13:00:01,53.96568531,-7.35682583,9.94,87.806,56.991,1.510,171,27,39,,
T,2024-11-19 13:00:02,53.96567108,-7.35682389,9.94,87.468,56.991,1.520,168,27,39,,
T,2024-11-19 13:00:03,53.96565737,-7.35682110,9.94,86.381,56.991,1.440,177,26,39,,
T,2024-11-19 13:00:04,53.96564536,-7.35681545,9.94,86.559,56.991,1.410,173,10,39,,
T,2024-11-19 13:00:05,53.96563293,-7.35681132,9.94,86.388,56.991,1.480,176,10,39,,
T,2024-11-19 13:00:06,53.96562101,-7.35680474,9.94,86.885,56.991,1.440,170,10,39,,
T,2024-11-19 13:00:07,53.96560767,-7.35679638,9.94,87.011,56.991,1.440,166,10,39,,
T,2024-11-19 13:00:08,53.96559572,-7.35678899,9.94,87.276,56.991,1.400,172,10,39,,
T,2024-11-19 13:00:09,53.96558275,-7.35678135,9.94,88.003,56.991,1.470,174,10,39,,
T,2024-11-19 13:00:10,53.96556879,-7.35677345,9.94,88.287,56.991,1.440,176,10,39,,
T,2024-11-19 13:00:11,53.96555646,-7.35676883,9.94,88.487,56.991,1.440,176,10,39,,
T,2024-11-19 13:00:12,53.96554412,-7.35676122,9.94,88.645,56.991,1.430,171,10,38,,
T,2024-11-19 13:00:13,53.96553324,-7.35675243,9.94,88.614,56.991,1.430,162,10,39,,
T,2024-11-19 13:00:14,53.96552130,-7.35674932,9.94,88.500,56.991,1.490,177,10,39,,
T,2024-11-19 13:00:15,53.96551013,-7.35674589,9.94,88.726,56.991,1.310,172,10,39,,
T,2024-11-19 13:00:16,53.96549770,-7.35674439,9.94,89.409,56.991,1.510,189,10,39,,
T,2024-11-19 13:00:17,53.96548485,-7.35673717,9.94,89.176,56.991,1.530,168,10,39,,
T,2024-11-19 13:00:18,53.96547384,-7.35673035,9.94,89.091,56.991,1.420,172,10,39,,
T,2024-11-19 13:00:19,53.96546168,-7.35672489,9.94,88.901,56.991,1.460,173,10,39,,
T,2024-11-19 13:00:20,53.96544979,-7.35671347,9.94,89.785,56.991,1.500,156,10,39,,
T,2024-11-19 13:00:21,53.96543770,-7.35670696,9.94,89.637,56.991,1.380,167,10,39,,
T,2024-11-19 13:00:22,53.96542418,-7.35670555,9.94,89.866,56.991,1.390,173,10,39,,
T,2024-11-19 13:00:23,53.96541093,-7.35670694,9.94,89.883,56.991,1.450,183,10,39,,
T,2024-11-19 13:00:24,53.96539829,-7.35670312,9.94,89.880,56.990,1.380,170,10,39,,
T,2024-11-19 13:00:25,53.96538498,-7.35670455,9.94,89.480,56.990,1.540,187,10,39,,
T,2024-11-19 13:00:26,53.96537118,-7.35670242,9.94,89.109,56.990,1.520,173,10,39,,
T,2024-11-19 13:00:27,53.96535649,-7.35670473,9.94,89.162,56.990,1.540,184,10,39,,
T,2024-11-19 13:00:28,53.96534223,-7.35670891,9.94,89.350,56.990,1.480,191,10,39,,
T,2024-11-19 13:00:29,53.96532966,-7.35671547,9.94,89.687,56.990,1.440,202,10,39,,
T,2024-11-19 13:00:30,53.96531802,-7.35671709,9.94,89.663,56.990,1.480,191,10,39,,
T,2024-11-19 13:00:31,53.96530564,-7.35671929,9.94,89.474,56.990,1.520,189,10,39,,
T,2024-11-19 13:00:32,53.96529400,-7.35672476,9.94,89.509,56.990,1.440,195,10,39,,
T,2024-11-19 13:00:33,53.96527961,-7.35673112,9.94,89.567,56.990,1.460,188,10,39,,
T,2024-11-19 13:00:34,53.96526688,-7.35673834,9.94,89.397,56.990,1.460,200,27,39,,
T,2024-11-19 13:00:35,53.96525397,-7.35673946,9.94,88.817,56.990,1.480,189,27,39,,
T,2024-11-19 13:00:36,53.96524189,-7.35674682,9.94,88.505,56.990,1.480,202,27,39,,
T,2024-11-19 13:00:37,53.96522943,-7.35675365,9.94,88.158,56.990,1.470,196,27,39,,
T,2024-11-19 13:00:38,53.96521808,-7.35676096,9.94,88.360,56.990,1.470,209,27,39,,
T,2024-11-19 13:00:39,53.96520256,-7.35679095,9.94,87.822,56.990,1.760,209,27,39,,
T,2024-11-19 13:00:40,53.96519028,-7.35681458,9.94,87.308,56.990,1.370,213,19,39,,
T,2024-11-19 13:00:41,53.96517723,-7.35683435,9.94,87.183,56.990,1.550,206,19,39,,
T,2024-11-19 13:00:42,53.96516559,-7.35684867,9.94,87.423,56.990,1.460,206,19,39,,
T,2024-11-19 13:00:43,53.96515270,-7.35686250,9.94,87.260,56.990,1.490,209,19,39,,
T,2024-11-19 13:00:44,53.96514198,-7.35688088,9.94,86.595,56.990,1.420,210,19,39,,
T,2024-11-19 13:00:45,53.96512896,-7.35689273,9.94,86.391,56.990,1.460,206,19,39,,
T,2024-11-19 13:00:46,53.96511605,-7.35690107,9.94,86.553,56.990,1.500,201,19,39,,
T,2024-11-19 13:00:47,53.96510418,-7.35690996,3.79,86.689,56.990,1.480,201,19,39,,
T,2024-11-19 13:00:48,53.96509069,-7.35691697,3.79,86.343,56.990,1.510,196,19,39,,
T,2024-11-19 13:00:49,53.96507768,-7.35692374,3.79,86.185,56.990,1.460,193,19,38,,
T,2024-11-19 13:00:50,53.96506425,-7.35692890,3.79,86.127,56.990,1.430,190,19,39,,
T,2024-11-19 13:00:51,53.96504981,-7.35693239,3.79,86.032,56.990,1.410,181,27,39,,
T,2024-11-19 13:00:52,53.96503485,-7.35693407,3.79,86.189,56.990,1.480,182,27,39,,
T,2024-11-19 13:00:53,53.96502144,-7.35692899,3.79,85.741,56.990,1.470,176,27,39,,
T,2024-11-19 13:00:54,53.96500843,-7.35692825,3.79,85.724,56.990,1.460,181,27,39,,
T,2024-11-19 13:00:55,53.96499466,-7.35692161,3.79,85.373,56.990,1.570,163,27,39,,
T,2024-11-19 13:00:56,53.96498057,-7.35692196,3.79,85.847,56.990,1.530,179,27,39,,
T,2024-11-19 13:00:57,53.96496669,-7.35692323,3.79,86.515,56.990,1.450,173,26,39,,
T,2024-11-19 13:00:58,53.96495309,-7.35692099,3.79,86.838,56.990,1.440,171,27,39,,
T,2024-11-19 13:00:59,53.96493979,-7.35692443,3.79,86.761,56.990,1.490,181,27,39,,
T,2024-11-19 13:01:00,53.96492517,-7.35692857,3.79,86.764,56.990,1.520,185,27,39,,
T,2024-11-19 13:01:01,53.96491092,-7.35693193,3.79,86.467,56.990,1.520,185,27,39,,
T,2024-11-19 13:01:02,53.96489730,-7.35693430,3.79,85.969,56.990,1.410,184,27,39,,
T,2024-11-19 13:01:03,53.96488309,-7.35693603,3.79,85.917,56.990,1.490,180,27,39,,
T,2024-11-19 13:01:04,53.96487051,-7.35693563,3.79,85.701,56.990,1.440,179,27,39,,
T,2024-11-19 13:01:05,53.96485734,-7.35693574,3.79,85.474,56.990,1.480,183,27,39,,
T,2024-11-19 13:01:06,53.96484402,-7.35693861,3.79,85.457,56.990,1.440,187,27,39,,
T,2024-11-19 13:01:07,53.96483174,-7.35694407,3.79,85.313,56.990,1.450,191,27,39,,
T,2024-11-19 13:01:08,53.96481895,-7.35694924,3.79,85.646,56.990,1.500,194,27,39,,
T,2024-11-19 13:01:09,53.96480692,-7.35695473,3.79,85.489,56.990,1.400,192,27,39,,
T,2024-11-19 13:01:10,53.96479472,-7.35695928,3.79,85.483,56.990,1.400,189,27,39,,
T,2024-11-19 13:01:11,53.96478156,-7.35696403,3.79,85.160,56.990,1.380,190,26,39,,
T,2024-11-19 13:01:12,53.96476767,-7.35696838,3.79,85.228,56.990,1.470,191,19,39,,
T,2024-11-19 13:01:13,53.96475480,-7.35697044,3.79,85.190,56.990,1.390,184,19,39,,
T,2024-11-19 13:01:14,53.96474165,-7.35697213,3.79,85.464,56.990,1.400,186,19,39,,
T,2024-11-19 13:01:15,53.96472863,-7.35697658,3.79,85.098,56.990,1.430,191,19,39,,
T,2024-11-19 13:01:16,53.96471659,-7.35698187,3.79,85.414,56.990,1.440,193,19,39,,
T,2024-11-19 13:01:17,53.96470393,-7.35698592,3.79,85.449,56.990,1.490,187,19,39,,
T,2024-11-19 13:01:18,53.96469110,-7.35698765,3.79,85.312,56.990,1.440,183,19,39,,
T,2024-11-19 13:01:19,53.96467836,-7.35698904,3.79,85.044,56.990,1.400,181,19,39,,
T,2024-11-19 13:01:20,53.96466514,-7.35699168,3.79,85.065,56.990,1.450,189,19,39,,
T,2024-11-19 13:01:21,53.96465266,-7.35699789,3.79,85.101,56.990,1.370,194,19,39,,
T,2024-11-19 13:01:22,53.96464023,-7.35700376,3.79,85.151,56.990,1.460,193,19,39,,
T,2024-11-19 13:01:23,53.96462640,-7.35700631,3.79,85.510,56.990,1.520,186,19,39,,
T,2024-11-19 13:01:24,53.96461246,-7.35700912,3.79,85.424,56.990,1.430,189,19,39,,
T,2024-11-19 13:01:25,53.96459891,-7.35701366,3.79,85.734,56.990,1.420,191,19,39,,
T,2024-11-19 13:01:26,53.96458612,-7.35701691,3.79,85.587,56.990,1.420,187,19,39,,
T,2024-11-19 13:01:27,53.96457290,-7.35701945,3.79,85.769,56.990,1.390,187,19,39,,
T,2024-11-19 13:01:28,53.96456041,-7.35702321,3.79,85.702,56.990,1.460,192,19,39,,
T,2024-11-19 13:01:29,53.96454741,-7.35702872,3.79,85.766,56.990,1.470,196,19,39,,
T,2024-11-19 13:01:30,53.96453449,-7.35703366,3.79,85.850,56.990,1.450,194,19,39,,
T,2024-11-19 13:01:31,53.96452200,-7.35703937,3.79,85.605,56.990,1.490,195,19,39,,
T,2024-11-19 13:01:32,53.96450957,-7.35704639,3.79,85.535,56.990,1.510,198,19,39,,
T,2024-11-19 13:01:33,53.96449784,-7.35705415,3.79,85.198,56.990,1.430,199,19,39,,
T,2024-11-19 13:01:34,53.96448663,-7.35706298,3.79,84.874,56.990,1.460,205,19,39,,
T,2024-11-19 13:01:35,53.96447462,-7.35707193,3.79,84.615,56.990,1.480,206,19,39,,
T,2024-11-19 13:01:36,53.96446290,-7.35707950,3.79,84.360,56.990,1.480,200,19,39,,
T,2024-11-19 13:01:37,53.96444951,-7.35708477,3.79,84.579,56.990,1.530,193,19,39,,
T,2024-11-19 13:01:38,53.96443714,-7.35708946,3.79,84.894,56.990,1.460,194,19,39,,
T,2024-11-19 13:01:39,53.96442493,-7.35709611,3.79,84.650,56.990,1.470,197,27,39,,
T,2024-11-19 13:01:40,53.96441273,-7.35710280,3.79,84.557,56.990,1.450,199,27,39,,
T,2024-11-19 13:01:41,53.96440062,-7.35711020,3.79,84.349,56.990,1.550,203,27,39,,
T,2024-11-19 13:01:42,53.96438986,-7.35711623,3.79,84.338,56.990,1.350,201,27,39,,
T,2024-11-19 13:01:43,53.96437910,-7.35712503,3.79,83.744,56.990,1.410,206,27,39,,
T,2024-11-19 13:01:44,53.96436846,-7.35713474,3.79,83.770,56.990,1.390,207,27,39,,
T,2024-11-19 13:01:45,53.96435653,-7.35714014,3.79,84.039,56.990,1.430,200,27,39,,
T,2024-11-19 13:01:46,53.96434321,-7.35714455,3.79,84.388,56.990,1.430,199,27,39,,
T,2024-11-19 13:01:47,53.96432421,-7.35713566,7.26,85.830,56.990,1.680,181,27,39,,
T,2024-11-19 13:01:48,53.96429907,-7.35711914,6.94,86.002,56.990,1.930,175,27,39,,
T,2024-11-19 13:01:49,53.96430477,-7.35712642,5.73,85.938,56.990,0.000,,27,39,,
T,2024-11-19 13:01:50,53.96430019,-7.35713805,5.62,85.948,56.990,0.000,,17,39,,
T,2024-11-19 13:01:51,53.96429427,-7.35714465,5.70,86.346,56.990,0.000,,18,39,,
T,2024-11-19 13:01:52,53.96428813,-7.35714788,5.81,86.471,56.990,0.000,,18,39,,
T,2024-11-19 13:01:53,53.96428309,-7.35715699,5.42,86.129,56.990,0.000,,18,39,,
T,2024-11-19 13:01:54,53.96427710,-7.35716159,5.13,85.789,56.990,0.000,,18,39,,
T,2024-11-19 13:01:55,53.96424137,-7.35717793,4.18,86.046,56.990,1.740,194,18,39,,
T,2024-11-19 13:01:56,53.96421981,-7.35721070,3.79,85.593,56.990,1.780,207,18,39,,
T,2024-11-19 13:01:57,53.96420069,-7.35721935,3.79,85.376,56.990,1.480,202,18,39,,
T,2024-11-19 13:01:58,53.96418531,-7.35723670,3.79,84.771,56.990,1.610,217,18,39,,
T,2024-11-19 13:01:59,53.96416923,-7.35724995,3.79,84.459,56.990,1.890,207,27,39,,
T,2024-11-19 13:02:00,53.96415552,-7.35726072,3.79,84.677,56.990,1.670,205,27,39,,
T,2024-11-19 13:02:01,53.96414126,-7.35726938,3.79,84.571,56.990,1.650,206,27,39,,
T,2024-11-19 13:02:02,53.96412835,-7.35727782,3.79,84.776,56.990,1.630,202,27,39,,
T,2024-11-19 13:02:03,53.96411527,-7.35728509,3.79,85.003,56.989,1.570,200,27,38,,
T,2024-11-19 13:02:04,53.96410205,-7.35729332,3.79,85.101,56.989,1.590,203,27,39,,
T,2024-11-19 13:02:05,53.96408941,-7.35730227,3.79,85.205,56.989,1.520,200,18,39,,
T,2024-11-19 13:02:06,53.96407762,-7.35731190,3.79,85.453,56.989,1.610,194,18,39,,
T,2024-11-19 13:02:07,53.96406435,-7.35732223,3.79,85.505,56.989,1.570,203,27,39,,
T,2024-11-19 13:02:08,53.96405475,-7.35733454,3.79,86.025,56.989,1.420,209,27,39,,
T,2024-11-19 13:02:09,53.96404596,-7.35734817,3.79,85.591,56.989,1.430,210,27,39,,
T,2024-11-19 13:02:10,53.96403859,-7.35736135,3.79,84.958,56.989,1.310,216,27,39,,
